x,y,z
-8.873,5.868,33.243
-49.149,17.444,-17.421
-47.147,22.114,-15.489
-46.971,22.392,-15.355
-15.563,10.06,34.749
-47.525,-0.552,33.369
-26.713,28.346,18.943
-39.969,27.148,8.573
-36.121,28.494,4.171
-48.915,21.466,-3.069
-9.539,9.768,33.659
-26.707,-29.244,18.547
-19.701,-28.17,21.801
-39.959,-27.908,8.195
-48.907,-22.068,-3.371
-9.535,-10.866,33.517
-39.777,27.478,22.263
-11.777,-0.692,54.371
-17.095,-0.484,23.625
-16.575,14.992,19.243
-26.027,25.11,4.513
-45.935,24.088,-14.733
-46.389,23.29,-15.011
-15.679,-5.58,41.545
-38.675,-5.582,41.647
-20.781,30.132,45.375
-47.343,34.822,32.033
-64.175,31.544,10.875
-51.467,24.898,11.497
-58.261,18.954,7.501
5.505,7.014,23.211
-48.441,-16.77,-16.211
-7.173,-4.272,21.361
-17.095,-0.48,23.625
16.563,0.246,28.459
15.669,0.322,33.047
13.973,-35.964,-18.281
-8.773,3.406,21.435
-6.731,6.894,20.569
-7.173,3.342,21.411
-6.687,7.124,20.485
7.321,-0.478,-6.993
7.223,-2.716,-6.815
-6.671,7.21,20.455
-6.673,7.196,20.459
-19.657,20.618,14.487
-16.571,-15.894,19.031
7.189,2.582,-6.717
7.079,3.954,-6.491
6.857,5.796,-6.045
-17.259,16.808,18.029
-15.539,-10.434,21.807
-15.469,-12.986,21.031
-36.091,25.718,-7.189
-1.485,44.862,-31.911
-2.509,42.478,-28.247
-2.611,42.358,-28.481
-3.091,44.05,-30.299
-2.999,42.61,-28.581
-3.649,-18.5,-7.011
2.451,-15.114,-2.999
1.491,-18.512,-0.039
-6.805,-19.45,-9.297
-12.495,-22.984,-7.571
-7.307,-18.478,-13.109
3.171,-21.156,7.365
0.077,42.92,-28.849
-0.237,42.58,-29.337
1.087,45.284,-30.921
-1.479,-5.196,-17.793
-1.567,44.438,-31.793
-3.643,-13.648,-15.907
6.887,-3.63,-7.019
6.275,-6.55,-6.593
6.885,3.092,-6.973
6.273,6.008,-6.507
6.339,6.816,-8.181
6.967,3.504,-8.835
4.001,7.912,-12.081
3.083,-14.018,-4.325
5.205,-11.622,-3.997
3.901,-12.236,-4.461
-11.877,7.068,-28.689
-13.083,3.334,-29.605
5.403,-9.394,-5.633
-2.955,4.618,-17.673
-2.677,-0.194,-18.107
-2.909,4.852,-19.253
4.759,4.064,-12.827
-11.187,3.698,-29.179
5.559,-10.334,-7.315
3.869,-12.8,-5.511
-21.587,-7.622,-30.831
-23.747,-7.786,-30.601
6.341,-7.336,-8.277
6.967,-4.014,-8.887
7.035,-0.266,-7.283
2.601,8.058,-12.719
3.361,4.14,-13.465
2.641,4.56,-15.049
-1.481,4.806,-17.725
-1.169,-0.192,-18.191
-5.105,4.754,-23.297
-6.655,4.394,-24.335
-4.729,-0.154,-23.799
-6.301,-0.146,-24.811
-7.197,4.382,-25.935
-12.923,-0.112,-29.903
-14.227,-0.104,-31.153
-14.343,-3.388,-30.935
-20.991,-1.928,-32.721
-21.013,-0.092,-32.975
-6.851,-0.136,-26.405
9.335,-37.792,-23.769
19.337,-36.178,-21.003
19.027,-35.476,-22.083
18.613,-34.482,-20.763
18.239,-33.966,-23.809
17.473,-32.43,-23.219
17.837,-33.326,-24.625
16.917,-32.122,-25.831
16.603,-31.616,-24.331
16.729,-31.67,-23.593
16.461,-31.556,-25.167
16.855,-31.93,-22.873
16.527,-31.822,-21.923
16.781,-31.794,-23.221
16.727,-31.696,-23.451
16.307,-31.48,-25.229
16.457,-31.558,-25.175
16.087,-31.41,-25.275
16.221,-31.45,-25.241
16.541,-32.018,-25.935
15.923,-31.226,-25.643
15.631,-31.034,-25.943
15.095,-31.028,-27.303
15.139,-30.494,-25.921
15.663,-31.06,-25.919
15.641,-31.044,-25.941
14.697,-30.11,-25.807
13.605,-29.786,-27.051
15.829,-32.958,-26.621
14.435,-30.214,-25.439
15.983,-33.482,-26.751
16.575,-35.07,-25.771
16.853,-35.904,-25.095
17.479,-37.63,-23.447
13.669,-36.26,-18.529
13.015,-34.054,-21.323
13.365,-31.79,-22.089
13.275,-31.626,-22.457
13.229,-31.534,-22.659
14.359,-30.228,-25.349
14.171,-30.258,-25.143
13.741,-30.288,-24.919
13.645,-30.298,-24.849
13.243,-30.77,-23.639
13.207,-31.488,-22.761
14.505,-32.374,-14.199
16.393,-30.852,-17.145
17.451,-30.768,-20.105
18.037,-31.164,-22.475
18.331,-29.448,-22.675
17.847,-30.986,-23.027
17.613,-28.482,-23.611
17.761,-27.988,-23.087
15.221,-27.532,-24.613
15.565,-28.1,-24.909
14.099,-30.058,-25.227
13.499,-29.972,-24.995
16.547,-31.458,-25.359
17.567,-30.814,-24.971
17.129,-29.902,-27.169
17.645,-29.15,-25.319
16.349,-29.038,-26.031
15.251,-30.148,-26.347
0.191,-35.626,0.731
2.409,-32.478,-0.991
-1.683,-29.38,9.835
-5.041,-30.888,11.385
-15.867,-25.646,-4.347
-2.487,-17.494,-9.395
-1.991,-16.96,-8.713
-1.429,-16.85,-8.247
0.613,-14.654,-9.597
2.563,-11.894,-10.951
-0.393,-14.874,-10.187
1.243,-12.074,-11.527
4.003,-8.378,-12.191
2.603,-8.516,-12.833
4.759,-4.522,-12.885
3.363,-4.59,-13.525
5.085,-0.224,-13.311
3.695,-0.22,-13.957
2.643,-4.986,-15.115
2.999,-0.21,-15.565
1.881,-9.322,-14.347
7.177,-0.252,-9.207
0.579,-13.01,-12.881
-1.067,-15.946,-11.111
-11.559,-19.76,-13.885
-11.201,-19.55,-14.205
-10.999,-19.416,-14.435
-9.815,-18.342,-16.107
-9.185,-17.442,-17.119
-8.993,-17.244,-17.439
-8.391,-16.512,-18.751
-2.907,-5.222,-19.321
-2.593,-0.182,-19.719
-5.103,-5.068,-23.367
-6.655,-4.696,-24.397
-5.897,-9.538,-22.611
-7.421,-8.804,-23.659
-7.197,-4.662,-25.999
-7.937,-8.742,-25.199
-11.875,-7.31,-28.789
-11.187,-3.936,-29.231
-13.083,-3.564,-29.653
-13.713,-6.576,-29.261
-13.357,-8.51,-28.555
-13.997,-8.232,-28.727
-14.177,-8.14,-28.781
-10.965,-0.114,-29.533
-10.809,-9.73,-26.679
-12.451,-8.906,-28.305
-8.857,-12.314,-22.629
-8.835,-12.332,-22.541
-8.781,-12.39,-22.487
-8.797,-12.35,-22.515
-8.185,-15.866,-19.235
-8.939,-12.228,-23.071
-8.891,-11.97,-23.323
-9.013,-11.71,-24.203
-9.719,-10.282,-25.565
-9.455,-10.918,-24.995
-14.691,-7.88,-29.445
-14.503,-7.98,-29.199
-24.003,-26.686,-6.075
-10.429,-18.96,-15.087
-39.485,-10.75,-26.565
-38.697,-10.608,-26.631
-36.283,-11.444,-28.443
-38.999,-15.184,-27.749
-40.943,-11.224,-25.875
-41.285,-11.346,-25.715
-31.829,-16.138,-30.409
-31.961,-16.85,-30.417
-31.445,-14.576,-30.429
-32.357,-18.844,-30.501
-32.383,-19.464,-30.563
-32.395,-21.57,-30.395
-40.695,-19.826,-26.585
-32.311,-22.606,-29.859
-40.587,-24.13,-24.217
-32.119,-23.128,-29.675
-31.775,-24.14,-29.393
-31.085,-25.594,-29.105
-30.689,-26.226,-28.677
-39.749,-27.224,-21.375
-30.805,-26.082,-28.759
-41.423,-26.64,-15.805
-36.817,-29.29,-18.573
-39.219,-27.418,-13.643
-36.497,-27.638,-12.151
-33.577,-29.914,-16.975
-28.057,-30.886,-22.947
-26.447,-31.694,-18.951
-21.197,-31.12,-23.463
-19.019,-32.166,-22.661
-17.253,-30.958,-17.773
-16.113,-31.818,-21.679
-14.307,-31.004,-21.263
-15.059,-29.098,-16.047
-11.903,-29.234,-20.493
-10.233,-26.934,-20.131
-10.579,-29.736,-24.603
-7.901,-26.256,-24.089
-8.421,-22.832,-19.999
-6.801,-21.414,-24.485
-7.587,-19.286,-20.211
-10.575,-19.74,-14.923
-7.335,-15.812,-21.009
-6.331,-16.776,-24.951
-7.889,-13.506,-25.655
-8.687,-12.332,-22.993
-9.345,-10.196,-28.119
-15.941,-7.264,-30.539
-16.381,-7.08,-33.077
-10.157,-10.328,-32.911
-11.509,-11.4,-39.403
-17.917,-8.248,-40.213
-10.879,-12.664,-40.289
-17.043,-8.5,-41.917
-24.083,-8.916,-42.601
-19.577,-7.914,-45.193
-22.137,-7.946,-45.229
-30.537,-13.418,-42.729
-29.035,-12.308,-46.145
-32.711,-21.628,-42.517
-32.181,-20.82,-46.505
-29.465,-29.216,-42.079
-29.771,-28.602,-46.103
-26.141,-32.66,-44.551
-23.555,-33.058,-41.283
-25.481,-32.18,-38.081
-28.731,-30.018,-38.315
-31.025,-26.6,-38.343
-28.161,-30.384,-30.727
-25.321,-32.138,-30.561
-25.333,-31.422,-26.379
-27.943,-29.642,-26.605
-30.887,-26.878,-30.863
-28.735,-28.778,-27.481
-28.243,-29.294,-26.885
-28.105,-29.4,-26.633
-28.431,-29.054,-27.017
-32.591,-23.106,-31.209
-32.963,-22.744,-34.815
-32.929,-22.808,-38.471
-31.647,-14.184,-39.225
-32.931,-18.076,-35.091
-31.845,-13.776,-35.555
-24.399,-7.66,-32.787
-25.247,-8.966,-40.225
-31.567,-13.458,-31.971
-31.127,-13.41,-30.321
-30.261,-12.702,-30.455
-28.581,-11.466,-29.979
-25.911,-9.698,-29.353
-28.769,-29.226,-27.011
-27.971,-29.476,-26.453
-27.633,-29.636,-26.083
-25.603,-30.37,-24.421
-25.347,-30.404,-24.357
-21.087,-31.504,-24.365
-22.789,-30.816,-23.867
-19.925,-33.334,-26.383
-16.089,-33.316,-25.557
-21.353,-33.866,-30.599
-22.111,-33.586,-37.919
-18.613,-33.394,-37.671
-17.185,-33.794,-30.765
-14.801,-32.138,-37.551
-13.941,-32.33,-31.281
-13.243,-31.868,-25.009
-11.095,-30.424,-31.877
-8.685,-28.036,-32.515
-11.345,-29.576,-37.535
-9.327,-26.592,-37.525
-7.497,-24.132,-32.975
-8.537,-22.388,-37.661
-6.897,-19.948,-33.339
-7.025,-16.738,-33.499
-8.183,-18.124,-37.979
-9.171,-14.796,-38.645
-8.689,-13.084,-33.213
-7.831,-19.578,-39.105
-5.919,-15.068,-39.489
-5.939,-11.592,-43.601
-11.207,-8.976,-44.027
-9.461,-9.36,-46.877
-9.991,-9.104,-46.877
-15.447,-8.04,-46.877
-17.823,-7.798,-46.877
-20.845,-7.916,-46.877
-20.441,-35.412,-46.877
-23.381,-33.926,-46.877
-21.997,-7.93,-46.877
-26.549,-10.782,-46.877
-26.049,-32.532,-46.877
-27.855,-30.58,-46.877
-28.837,-12.35,-46.877
-29.705,-28.594,-46.877
-31.413,-19.092,-46.877
-31.803,-21.918,-46.877
-32.081,-20.84,-46.877
-21.135,-35.234,-45.155
-17.245,-35.942,-46.877
-15.145,-36.504,-44.653
-14.933,-36.422,-46.877
-12.515,-36.204,-46.877
-12.669,-36.102,-44.287
-12.225,-36.16,-46.877
-10.729,-36.49,-46.877
-10.529,-36.628,-43.985
-10.281,-36.598,-46.877
-8.113,-36.206,-46.261
-9.119,-36.39,-46.877
-7.983,-35.768,-46.877
-5.583,-35.85,-46.877
-4.211,-35.71,-44.813
-2.343,-35.412,-46.877
-3.387,-34.48,-44.259
-1.973,-35.046,-46.877
-2.965,-33.07,-44.405
-1.873,-34.626,-46.877
-4.331,-30.168,-45.871
-2.883,-32.706,-46.877
-4.941,-30.568,-46.877
-5.553,-29.674,-46.877
-4.041,-29.504,-46.877
0.325,-29.364,-46.877
0.329,-29.642,-43.807
2.551,-29.022,-46.877
1.033,-28.364,-43.399
2.693,-28.83,-46.877
1.339,-26.908,-43.691
2.717,-28.604,-46.877
-1.803,-23.328,-45.583
1.507,-27.2,-46.877
-2.027,-24.08,-46.877
-3.375,-22.692,-46.877
-1.959,-22.048,-46.877
2.383,-21.772,-46.877
1.059,-22.184,-43.943
3.411,-21.38,-46.877
1.647,-20.852,-43.683
3.505,-21.216,-46.877
1.837,-19.35,-44.121
3.495,-21.01,-46.877
-0.703,-16.158,-45.413
2.753,-20.12,-46.877
-1.111,-17.064,-46.877
-2.053,-14.488,-46.617
-1.881,-15.232,-46.877
-2.499,-14.8,-46.877
-3.825,-13.572,-46.205
-4.013,-14.542,-46.877
-5.555,-11.396,-46.877
-5.585,-11.36,-46.877
-4.259,-13.352,-43.327
-2.359,-14.526,-43.051
-2.821,-15.346,-41.163
-0.869,-17.76,-42.157
-0.495,-18.16,-42.653
-1.157,-19.828,-41.385
-4.131,-18.532,-39.649
-1.681,-22.222,-41.681
-1.419,-22.122,-42.221
-0.995,-20.144,-41.987
-2.333,-23.232,-43.225
-3.599,-22.86,-40.757
-1.595,-24.954,-41.183
-1.169,-25.284,-41.681
-2.221,-27.25,-41.007
-5.013,-26.322,-39.255
-2.993,-29.47,-41.367
-2.683,-29.388,-41.855
-1.955,-27.342,-41.435
-4.859,-30.074,-43.513
-6.145,-29.748,-41.049
-5.103,-31.01,-42.155
-4.937,-31.642,-42.623
-6.347,-33.29,-41.791
-9.385,-32.746,-40.251
-7.389,-35.326,-42.851
-6.793,-35.202,-43.375
-5.903,-33.426,-42.551
-10.407,-35.874,-42.031
-13.001,-34.236,-40.301
-10.011,-27.798,-38.893
-8.585,-23.78,-39.017
-12.259,-30.226,-39.281
-16.065,-32.234,-39.787
-19.925,-33.074,-40.523
-32.541,-17.836,-31.527
-24.281,-25.594,-9.747
-25.439,-25.69,-9.641
-55.033,-8.898,-36.659
-55.619,-10.772,-32.515
-62.391,-8.17,-37.603
-62.669,-9.874,-32.621
-67.751,-8.67,-35.219
-67.105,-8.234,-31.775
-68.221,-7.874,-31.917
-68.703,-6.208,-29.357
-66.661,-6.536,-28.447
-74.097,-5.626,-32.597
-74.459,-4.064,-31.323
-73.827,-6.798,-35.303
10.941,10.438,23.177
-14.877,18.856,16.477
-15.397,21.522,15.025
-15.857,23.04,13.773
-16.183,24.488,12.289
-16.589,25.978,9.747
-17.537,30.922,4.809
-13.495,33.948,6.677
-12.255,29.254,11.573
-9.069,30.256,11.707
-10.367,34.922,6.815
-13.729,34.796,5.787
-10.645,35.946,5.757
-11.473,39.42,1.505
-15.421,38.098,1.905
-14.975,40.508,-0.205
-11.409,42.454,-1.703
-14.405,42.068,-3.051
-8.967,29.914,12.167
-12.205,29.124,12.203
-7.805,26.976,14.401
-11.751,26.38,14.723
-8.653,24.154,15.983
-11.315,23.986,16.155
-10.301,21.522,17.157
-9.255,16.912,18.067
